navn,mængde,produkt_id
METHADONE HYDROCHLORIDE,1.63,575
Day Time,71.86,510
daytime cold and flu relief,88.52,561
Gabapentin,33.56,580
Recombinate,39.37,501
Tizanidine Hydrochloride,95.3,597
acid reducer,89.4,532
Duraclon,3.78,595
MINOXIDIL,80.58,582
Prednisone,46.85,590
Desoximetasone,7.49,546
Allopurinol,65.04,514
Tizanidine,78.07,597
Rough Pigweed,23.98,510
Bicalutamide,89.32,553
Axe,37.65,522
KAISER PERMANENTE,43.46,518
Tarceva,13.45,541
Escitalopram,34.45,507
B.S.C AMPUL,74.78,594
Omeprazole,14.9,599
MORPHINE SULFATE,68.72,595
SALIX NIGRA POLLEN,20.66,589
ALBENZA,25.54,533
Oxygen,5.69,578
lansoprazole,79.73,575
Mesquite,29.63,579
Hydroxyzine,70.68,528
Methocarbamol,8.55,517
Teething - Colic,53.95,516
Sodium Chloride Hypertonicity,36.68,508
EVOKE Antiperspirant Deodorant,97.43,501
Oxazepam,98.23,578
CRESTOR,80.73,599
Alternaria alternata,17.28,506
Ondansetron,65.62,599
OPANA ER,38.98,588
Premier Value Adult Glycerin,74.99,543
ACCURETIC,55.08,526
Analgesic Creme Rub,51.75,578
Throat Coat,83.35,515
ESTRACE,98.08,575
Treatment Set TS128811,59.47,591
Mucus Relief DM,43.55,575
Levetiracetam,97.04,518
VIDEX EC,18.35,564
Antigas,89.42,567
Alka-Seltzer Plus Night Severe Cold, Cough And Flu,70.91,571
Naproxen,80.84,555
DG BODY,6.56,542
Alprazolam,98.92,553
Doxazosin,11.99,521
Chaetomium globosum,16.34,507
Dimenhydrinate,42.18,560
Anticavity,70.2,505
Meclizine HCl,43.73,553
Baclofen,28.4,538
Lovenox,76.28,584
Lady Speed Stick,37.49,551
Ritussin DM,5.61,524
Doxazosin,54.54,564
Tramadol Hydrochloride,84.16,574
Gambil Oak,45.11,537
Neutrogena MoistureShine SPF20,52.26,594
Amoxicillin,69.86,548
Mucus Relief,75.67,534
Actos,69.52,504
Doxazosin Mesylate,79.37,588
NARS FOUNDATION,6.3,534
PEPCID,81.08,531
Galantamine,17.95,514
DawnMist Antiperspirant Deodorant,41.59,521
Good Neighbor Pain Relief,23.78,501
Losartan Potassium,36.96,572
Sodium Acetate,94.84,505
triamcinolone acetonide,5.44,543
Degree Clinical Protection Classic Romance,63.94,533
Assured ANTIBACTERIAL BANDAGE,98.1,563
NovoSeven,88.45,537
Tucks Take Alongs Towelettes,40.47,528
Mucus Releif,74.92,558
Dolce and Gabbana The Lift Foundation Natural Beige 120,35.53,506
Sinusitis,69.99,552
Cheong-Kwan-Jang Korean HongSam,65.61,597
LAMICTAL,51.3,502
azithromycin,73.48,542
Calcium Disodium Versenate,23.9,538
Terrasil Wart Removal,12.31,540
Propafenone HCl,47.9,513
Arnica e pl. tota 12,96.94,503
BEAUTIFUL WOMANS HAIR LOVES COLORFUL BUBBLES HAIR DYE 5N NATURAL BROWN,2.72,538
Chap-et,33.22,504
Cephalexin,59.31,572
Treatment Set TS330718,40.63,501
Telmisartan and Hydrochlorothiazide,18.09,522
Mesmerize for Men,35.53,556
Bitter Dock,41.96,511
Ibuprofen,41.57,544
Asthma Plus,97.89,519
Pore Rescue,73.96,563
Macrodantin,87.6,577
Synthroid,12.53,580
Headache Relief,19.94,599
Quetiapine fumarate,58.81,540
Musco MXT,86.8,555
Aorta 6 Special Order,6.24,565
Healing Support,53.6,578
Cough Syrup Formula,60.98,583
Fresh Sugar Cherry Tinted Lip Treatment SPF 15,90.21,556
Cold Relief,50.4,551
DIAZEPAM,61.08,575
Arneu,31.39,572
Fremont Cottonwood,10.33,579
Metoprolol Tartrate,15.16,578
Cordran,53.89,563
Extra Strength Headache Relief,65.73,546
Absent Minded,77.05,566
FIKES INSTANT HAND SANITIZER,51.01,572
Fluoxetine Hydrochloride,97.74,503
Sun Shades Lip Balm,82.66,558
AMLODIPINE BESYLATE,48.41,584
CENTER-AL - CORYLUS AMERICANA POLLEN,60.75,506
Catapres,36.66,597
donepezil hydrochloride,99.88,509
In control nicotine,14.49,508
Citalopram Hydrobromide,33.63,504
Rayito de Sol Sunscreen SPF 6,45.17,591
Infants Gas Relief,36.81,579
SHISEIDO UV PROTECTIVE FOUNDATION,89.32,555
PANTOPRAZOLE SODIUM,18.83,596
VIMOVO,25.6,590
Mirvaso,43.04,512
BaniFlu,54.86,518
Coralite Cold and Hot,58.84,562
Phenytoin Sodium,75.14,518
Tall Ragweed,83.54,512
Tussin CF,17.37,503
Secura Protective,65.3,594
Hydrocodone Bitartrate and Acetaminophen,23.38,545
METHADONE HYDROCHLORIDE,19.21,594
PrandiMet,58.75,591
OXYGEN,63.87,594
Gabapentin,3.78,586
Fluconazole,33.68,514
Topricin,73.8,529
DIANEAL PD-2 with Dextrose,59.05,568
California Black Walnut,78.07,561
Clindamycin Hydrochloride,17.25,537
PROVIGIL,57.46,534
womans laxative,5.4,577
Mederma Advanced Scar,93.24,618
Glipizide,63.15,679
Cichorium Oxalis,53.18,663
kids cold,30.6,673
Hanip Gargle pine fragrance,20.18,602
Enteric Coated Aspirin,96.08,636
MORUS ALBA POLLEN,59.17,658
Stool Softener,84.15,655
DILTZAC,45.44,691
Rizatriptan Benzoate,47.58,609
CEFOTAXIME,23.75,644
Simvastatin,95.78,657
ANTIBACTERIAL FOAMING,72.42,655
Temozolomide,88.78,617
Bay Leaf,77.21,677
Ascriptin,56.21,658
Nitrofurantoin Macrocrystals,41.33,605
Dimenhydrinate,70.33,645
Orange Pollen,55.98,613
MBM 11 Thyroid Adrenal,77.31,618
Acyclovir,97.85,604
Levetiracetam,56.59,606
SyFungin,50.13,685
Amitriptyline Hydrochloride,62.59,661
Multi-Symptom Daytime Cold,60.18,638
Sucrets,22.26,653
Atorvastatin Calcium,84.04,633
Athletes Foot Fighter,83.69,679
Creamy Petroleum,58.56,644
Morphine Sulfate,65.18,604
LANEIGE MYSTIC VEIL FOUNDATION,13.81,638
glipizide,50.99,700
smart sense tussin cf,31.08,603
Lamotrigine,12.53,652
Phenytoin Sodium,33.7,666
Image Essentials Hair Regrowth Treatment,57.78,668
Risperidone M-TAB,55.39,627
DILL SEED,48.84,617
Alprazolam,2.51,677
leader pain reliever,95.77,650
Amitriptyline Hydrochloride,1.46,644
Albuterol Sulfate,98.44,639
Fenofibric Acid,1.45,673
Ivy Dry,2.26,602
Dextrose,27.73,660
ED A-HIST,23.33,669
Cold Spot,6.92,662
Melvita PROSUN SPF 30 Sun,47.45,626
CLAM,59.68,651
Health Smart Medicated Foot,13.08,698
Bisque,40.05,603
Nighttime Sleep-Aid,79.46,630
Omeprazole,50.07,673
Diazepam,30.35,687
Hesol Rim,93.14,697
Allergy Multi-Symptom,41.78,653
Ritalin,57.76,677
DOXIL,23.15,607
English Plantain,43.88,619
Hydromorphone Hydrochloride,54.04,630
Decolorized Iodine,55.23,693
Gentle Laxative,92.24,620
TOPIRAMATE,37.19,640
SOFTSOAP,93.44,650
Lil Drug Store Cold Relief,36.45,635
Aruba Aloe Deodorant Men,85.8,620
Glyburide and Metformin,91.85,612
gas relief,10.11,670
Diazepam,87.7,641
Motion sickness,89.61,621
Acid Detox,50.52,623
Dicyclomine Hydrochloride,96.92,686
Divalproex Sodium Extended-Release,86.15,658
ADCIRCA,42.07,626
Equate tioconazole 1 day,12.11,691
ULMUS AMERICANA POLLEN,83.7,663
Metoprolol Tartrate and Hydrochlorothiazide,42.02,628
HAND AND NATURE SANITIZER,18.22,620
Carisoprodol,49.66,622
THERA Dimethicone Body Shield,73.08,674
Cough Multi Symptom,97.57,635
Fludeoxyglucose F 18,58.66,625
Ibuprofen (NSAID) Pain Reliever/Fever Reducer,53.58,688
Escitalopram,8.06,668
Shopko,54.79,678
Sensodyne,10.19,697
UV SUNSET Waterproof Sun Block,56.96,607
Divalproex Sodium,88.62,657
Amlodipine besylate and benazepril hydrochloride,27.71,684
Loris Povidone-Iodine,54.73,647
Omeprazole,2.41,678
Obao,18.6,659
SALIX NIGRA POLLEN,79.61,669
Ulta Sparkling Lemon Anti-Bacterial Deep Cleansing,9.24,619
Neomycin and Polymyxin B Sulfates, Bacitracin Zinc and Hydrocortisone,78.72,680
Headache,39.52,625
Uniretic,25.77,601
Heparin Sodium,7.35,622
Terbutaline Sulfate,37.1,674
EyeClear Pro,21.02,686
Lysimax,13.32,669
Formucare Triple Antibiotic,97.81,672
Telmisartan,49.63,647
LIPTRUZET,34.69,626
Burnout,52.69,641
Warfarin Sodium,90.2,685
Stavudine,63.22,657
Athletes Foot,50.16,689
Asthma Therapy,98.78,628
Lungs and Bronchial Relief,25.58,683
Ampicillin,15.33,613
Cranberry Antibacterial Foaming Hand Wash,84.48,630
GABAPENTIN,19.84,623
Sunmark Nicotine,18.38,619
Plexion,21.44,608
Levothyroxine Sodium,30.55,670
Capecitabine,1.8,685
ZONISAMIDE,62.17,694
SERTRALINE HYDROCHLORIDE,12.59,693
Antibacterial Hand,78.96,634
Carbidopa and Levodopa,14.41,687
Estradiol,28.52,654
Octreotide Acetate,92.64,684
Sotalol Hydrochloride,94.54,699
Modafinil,53.06,636
Bupivacaine Hydrochloride,90.06,611
ANCOBON,41.57,653
Heparin Sodium,94.61,658
Psorinoheel,37.33,609
Nabumetone,10.2,700
Clozaril,61.82,680
ZYPREXA,17.21,609
Haloperidol,1.78,641
Ampicillin and Sulbactam,37.26,667
Topcare Nasal Decongestant,10.52,683
SUMATRIPTAN,72.14,660
REBIRTH HAIR TONIC,50.41,688
Promethazine hydrochloride,66.84,666
EZ-OX,36.25,689
Ceftriaxone,86.86,607
PERIPLANETA AMERICANA,27.06,637
up and up miconazole 1,6.42,667
ACETAMINOPHEN AND CODEINE PHOSPHATE,22.45,668
PHAZYME,72.68,687
Hydrochlorothiazide,92.65,635
Dilaudid,31.74,640
AVANDIA,68.34,620
Octinoxate,62.1,601
Travel Ease,51.32,642
risperidone,96.32,606
INDUSTRIAL ANTISEPTIC SANITIZER,60.98,700
Lyrica,10.66,687
Alabaster Perfecting Makeup SPF 25,88.09,611
Tamsulosin Hydrochloride,69.77,615
BareMinerals Medium Dark matte,24.57,649
Terconazole,1.69,620
Oxybutynin Chloride,5.86,645
Daytime Multi-Symptom Severe Cold,39.74,653
OXYGEN,81.4,632
ANTIBACTERIAL HAND SANITIZER,50.42,606
Degree,96.5,604
Peptic Relief,37.42,631
Selegiline Hydrochloride,94.95,648
Atenolol and Chlorthalidone,59.3,639
Xyzal,50.6,602
Multitrace -4 Pediatric,69.01,690
Tolterodine Tartrate,62.26,649
Ortho-Nesic,43.78,696
Piroxicam,29.37,601
Neomycin Polymyxin B Sulfates and Dexamethasone,69.16,649
Alendronate Sodium,11.45,629
CARE ONE,79.77,662
Foltabs Prenatal,88.09,693
Avon Sun Sport,50.48,675
Metoprolol Tartrate,52.87,614
Dilantin,65.19,654
Benazepril Hydrochloride and Hydrochlorothiazide,85.03,654
Meijer Oil Free SPF 15,69.76,625
Clarithromycin,16.07,656
Triple Antibiotic HC,49.34,658
Losartan potassium and hydrochlorothiazide,85.09,623
Argentum 8 Special Order,27.07,608
Molds, Rusts and Smuts, Mucor racemosus,15.66,638
Phenytoin Sodium,48.8,660
Viagra,84.31,670
Cardinal Health Antimicrobial Soap with Triclosan,95.92,618
Sheer Tint,57.87,633
Mixture of Standardized and Non-Standardized Inland Grasses,42.39,661
Treatment Set TS350535,83.62,682
NEW BRAND PERFUMES MENS ROLL ON ANTIPERSPIRANT DEODORANT,94.12,674
Ropinirole Hydrochloride,82.67,657
CLE DE PEAU BEAUTE SILKY FOUNDATION I,50.08,623
ESIKA,56.79,643
METHOTREXATE,27.44,630
RAZADYNE,11.97,635
Granisetron,63.38,606
smart sense nighttime,13.76,692
ZOLPIDEM TARTRATE,21.41,699
Colgate,57.61,673
Sugar Mix,59.26,652
ropinirole hydrochloride,18.48,694
Sertraline Hydrochloride,54.34,607
PRIMAXIN,7.88,645
Ibuprofen and Pseudoephedrine Hydrochloride,47.49,650
FINASTERIDE,53.46,696
Furosemide,54.57,679
Diazepam,62.37,629
OxyContin,67.59,688
Estradiol,64.62,631
Irbesartan and Hydrochlorothiazide,77.84,607
Wegmans,5.62,665
AILANTHUS GLANDULOSUS,63.19,646
HYDROCHLOROTHIAZIDE,97.61,645
Nuvigil,49.32,606
Metformin Hydrochloride,82.0,690
4 in 1 Pressed Mineral SPF 15 Porcelain,71.47,688
Desmopressin Acetate,49.92,663
KLAR and DANVER ANTIBACTERIAL HAND,20.94,601
REGENECARE HA,98.81,635
Atenolol,65.4,616
LBel Paris,68.33,642
Dusting Powder,55.83,664
omeprazole,74.13,662
enema,96.1,685
Ketorolac Tromethamine,32.95,680
SENSAI CELLULAR PERFORMANCE POWDER FOUNDATION,29.29,632
TobraDex,30.41,608
Ipratropium Bromide,64.63,653
Cyproheptadine Hydrochloride,94.46,636
Anticoagulant Sodium Citrate,25.55,623
all day relief,88.93,606
LEVAQUIN,63.46,692
Hydrocodone Bitartrate and Acetaminophen,73.44,666
Gillette Odor Shield Invisible,68.75,699
Pioglitazone Hydrochloride,7.03,678
Invirase,68.85,683
LISINOPRIL,65.23,619
Fluconazole,28.73,648
ALREX,55.94,655
Salicylic Acid,38.72,625
Ibuprofen,8.13,625
OI LIN DEEP MOISTURE SUNSCREEN SPF 25,26.95,624
VENLAFAXINE HYDROCHLORIDE,90.78,663
Mandarin Orange Antibacterial Foaming Hand Wash,1.24,681
Mometasone Furoate,9.48,642
Nitrogen,1.98,662
simple pleasures,61.97,683
Pearl White,52.1,678
Proactiv,41.9,650
Ciprofloxacin,6.95,666
Watermelon,80.59,628
Capture Totale Radiance Restoring Serum Foundation SPF 15 040,29.68,697
Vancomycin Hydrochloride,64.64,695
COUMADIN,63.37,654
Health mart allergy,98.8,687
L OCCITANE AU BRESIL - JENIPAPO Lip Gloss SPF 25 Broad Spectrum,46.13,611
NU-DERM CLEAR,49.37,675
Morphine Sulfate,90.18,633
Gerbil Epithelium,64.07,629
Quartz 60 Special Order,16.96,615
Pure petroleum,2.64,623
Cellisys EX Wrinkle Solution Eye Contour,41.17,610
LBEL EFFET PARFAIT Spots Reducing Effect Foundation SPF 18 - OBSCURE 8B,16.1,646
ACETAMINOPHEN AND CODEINE PHOSPHATE,80.6,625
Leader Chest Congestion Relief Plus DMDM,49.35,633
Hydroxyzine,84.36,676
femhrt,9.58,634
Exforge,99.34,638
Image Essentials Daily Illuminating Moisturizer Broad Spectrum SPF 15 Sunscreen,67.71,602
Sertraline Hydrochloride,46.6,615
Anti-Diarrheal,26.71,635
Colgate Sensitive Complete Protection,5.26,652
Meijer Tropical SPF 4,25.39,608
Up and Up Childrens Mucus Relief and Cough,72.05,608
SkinCeuticals Blemish Plus Age Defense Acne Treatment,17.85,687
Sodium Fluoride,87.91,658
IPKN MOIST AND FIRM BB 02 Light,88.21,632
CARE ONE,68.87,674
Amoxicillin,93.61,693
Flurazepam Hydrochloride,27.2,647
Oxygen,78.62,640
buspirone hydrochloride,91.49,692
HCG with Slimming Herbs,94.74,673
Nikzon,85.73,616
OXYGEN,90.62,694
good sense antacid,55.37,648
Nutra Nail FUNGI FREE Antifungal Treatment,23.7,669
CITALOPRAM HYDROBROMIDE,84.16,658
Lithium Carbonate,57.51,620
CLE DE PEAU BEAUTE CR COMPACT FOUNDATION,71.07,622
Losartan Potassium,8.98,686
Isopropyl Rubbing Alcohol 70,5.43,654
REFRESH TEARS,79.55,625
Olay Age Defying Mature Skin,30.61,665
PAROXETINE,64.87,614
Chlorpromazine Hydrochloride,11.11,640
Ephedrine Sulfate,68.36,682
RITUALS broad spectrum SPF 15 sunscreen matt finish foundation SHADE 14,71.98,601
GUNA-LYMPHO,65.38,622
Laura mercier Flawless skin Mega Moisturizer SPF-15 NORMAL COMBINATION,97.78,643
Aspiring,22.6,661
hemorrhoidal,23.36,649
Risperidone,76.68,667
Vitamin K1,20.36,684
Risedronate Sodium,60.2,678
Estradiol,8.2,657
MAR-COF CG,27.06,685
ABILIFY,6.0,641
Carvedilol,15.39,682
aspirin,18.51,663
LBEL EFFET PARFAIT Polvos Compactos de Larga Duracion para rostro FPS 15 /Long Lasting Compact SPF 15,24.54,693
ATORVASTATIN CALCIUM,77.47,653
Simvastatin,86.18,638
Torsemide,18.21,607
KLOR-CON,76.47,686
Ifosfamide,96.0,653
Neutrogena Healthy Skin 3 in 1 Concealer for Eyes,43.43,609
Captopril,91.69,614
Levothyroxine Sodium,52.55,670
Buspirone Hydrochloride,11.9,652
Spironolactone,19.72,601
Evtox,98.98,689
Aspirin,17.68,640
Tussin DM,69.28,669
Antiseptic Mouth Rinse,99.31,689
Megestrol Acetate,45.05,684
Venlafaxine Hydrochloride,8.14,625
No7 Lift and Luminate Foundation Sunscreen Broad Spectrum SPF 15 Cool Beige,87.82,655
Glipizide,2.89,665
Sea Marine Antibacterial,43.23,624
Meijer Softchews,18.99,608
Walgreen Alcohol,92.7,666
Rimmel London,56.38,635
Natures Gate,92.45,627
BASIL,2.71,640
Night Relief sinus,45.92,631
Exforge,56.97,632
Clobetasol Propionate,69.72,643
PHENTERMINE HYDROCHLORIDE,94.12,639
Best Choice absolute Daily Moisturizing Broad Spectrum SPF 15 Sunscreen,49.64,652
Visipaque,69.4,627
Mexican Tea Pollen,31.85,659
Remedy with Phytoplex Z-Guard,5.31,696
Nystatin,42.96,636
Hyoscyamine Sulfate,55.9,648
CARROT SUN,98.26,679
Alfuzosin Hydrochloride,99.85,648
Cerafill Retaliate,13.3,651
equaline antacid,43.32,660
Ovation,76.82,661
Fentanyl,29.54,655
PNV Ferrous Fumarate Docusate Folic Acid,18.54,654
Potassium Citrate Citric Acid Crystals,6.95,670
SOMA Circum,58.62,691
SOOTHING AND MOISTURE ALOE VERA 92 PERCENT SOOTHING,53.32,695
PEAR,59.53,619
acid reducer,93.03,610
Amoebatox,70.26,657
NITROUS OXIDE,98.78,656
Arbinoxa,38.12,689
Naproxen Sodium,6.84,637
Amlodipine and Atorvastatin,13.85,658
Bahia Grass,29.97,700
Furosemide,71.27,619
Alprazolam,73.39,670
Plan B One-Step,87.7,611
Aspergillus niger,30.51,631
PharmaRight Extra Strength Antacid ASSORTED FRUIT,72.82,611
dual action,35.05,687
Childrens Metapp Daytime,76.09,628
Ramipril,98.92,652
Blistex,81.58,675
RITE AID RENEWAL,63.15,691
Albuterol Sulfate,65.97,612
Epi-Clenz Plus Instant Hand Antiseptic,28.96,640
simple pleasures,24.96,693
Fluoxetine Hydrochloride,1.79,700
Ramipril,60.03,611
PAUL AND JOE SILKY SMOOTH FOUNDATION UV 100,22.96,646
CASHEW NUT,68.74,668
White Pepper,95.68,603
Oticin HC,60.11,630
ACTIVE RESURGENCE,58.02,664
Childrens Loratadine,38.02,659
Sodium Citrate and Citric Acid,27.53,659
Neutrogena MoistureShine SPF20,43.74,628
Health Mart Aspirin,13.0,671
Maybelline New York Dream Nude Airfoam Air Infused Makeup Sunscreen Broad Spectrum SPF 16,67.12,664
SHISEIDO URBAN ENVIRONMENT TINTED UV PROTECTOR,37.17,623
Dr. Jart Shimmering Beauty Balm 02 Medium - Deep,7.38,685
Baclofen,86.4,614
Allerghin,81.86,654
Diclofenac Potassium,93.03,651
Elta MD UV Aero,67.13,640
Oxygen,17.84,668
Etodolac,28.3,648
Up and Up Zinc Cold Remedy,99.2,602
Glipizide,29.79,685
Cedar Elm,39.26,679
Thyrogen,67.89,698
PERIPLANETA AMERICANA,98.17,695
Mineral Sunscreen SPF 20,74.54,608
Fentanyl buccal,9.52,680
Ciprofloxacin,92.94,628
Mucus Relief,7.92,690
Humalog,28.05,603
ESIKA,13.39,656
Glipizide,24.34,670
Ropinirole Hydrochloride,29.43,617
Aunt Bees SPF 35,43.92,638
LES BEIGES,13.95,673
Topotecan Hydrochloride,10.6,607
LBEL Couleur Luxe Rouge Amplifier XP amplifying SPF 15,1.58,685
Enviro,38.62,689
AGARICUS MUSCARIUS,79.29,603
Hydromorphone Hydrochloride,90.98,618
LBEL COULEUR LUXE AMPLIFIER XP,8.96,688
Superdent,60.88,657
CC Cream Daily Correct Broad Spectrum SPF 40 Sunscreen,93.52,682
Bryonia Stannum,40.34,615
Hydrocortisone,46.04,644
Prednisone,38.57,693
Cetirizine Hydrochloride,8.76,648
Ramipril,42.23,674
RITUALS SMOOTH OPERATOR caring lip balm broad spectrum SPF15 sunscreen 4.8g,33.48,645
OIL CONTROLLING MAKEUP,40.61,623
Risperidone,58.3,603
rx act flu and sore throat,2.18,697
Childrens Earache Relief,90.25,675
Bromocriptine Mesylate,97.72,693
Olanzapine,77.55,637
good neighbor pharmacy tussin cf max,23.16,681
Citalopram,45.74,678
Clean and Clear,31.05,618
Refuge HC,60.59,661
Eastern Cottonwood,42.33,653
WHITE LAVENDER AND MINT ANTIBACTERIAL MOISTURIZING HAND SP,54.92,621
Amitriptyline Hydrochloride,2.19,628
acarbose,10.03,694
healthy accents daytime nighttime,78.42,617
Cepacol Sore Throat Maximum Numbing Citrus,21.84,678
Diovan,1.43,662
Fosinopril Sodium,65.81,681
Sweet Golden Pear Antibacterial Hand Wash,49.29,660
good sense nasal,98.83,632
Cerebral Composition,60.59,698
Tramadol Hydrochloride and Acetaminophen,47.49,688
Spironolactone,28.12,643
Rapamune,91.24,690
NO-AD 85 Sunscreen,9.28,689
Amoxicillin,75.44,635
BuPROPion Hydrochloride,26.48,641
ibuprofen cold relief,66.59,628
Losartan Potassium and Hydrochlorothiazide,43.58,612
ibuprofen,55.34,700
Gabapentin,43.22,656
7 Select Allergy,66.13,663
Warm Sap Patch,50.58,660
Zonisamide,24.5,666
Carroll Ultrex Antimicrobial Wipes,20.64,666
Cold and Cough,86.01,638
Oxybutynin Chloride,64.71,644
Asthma Complex,4.68,665
ANTIBACTERIAL WIPES Candy Apple,81.97,607
Doxazosin,75.74,668
Amlodipine Besylate,51.08,694
Diazepam,8.86,657
Ciprofloxacin,89.63,665
Topcare Nicotine,21.92,667
LEVOFLOXACIN,82.12,610
NITROGEN,99.76,608
LANEIGE SATIN FINISH TWIN PACT NO. 21,92.02,637
Equaline,84.97,700
Imipramine Hydrochloride,19.16,695
Donepezil hydrochloride,91.2,674
sore throat,28.68,681
Ziprasidone hydrochloride,49.6,647
Lorazepam,16.55,631
Lithium Carbonate,28.62,685
Allure Ice Cold Analgesic,17.55,613
cold and sinus pain relief,52.91,693
Metformin hydrochloride,51.8,625
Morphine Sulfate,47.92,675
Diovan HCT,54.46,662
Anticavity Rinse Fluoride Rinse,98.57,635
ESIKA HD COLOR HIGH DEFINITION COLOR SPF 20,55.57,670
BareMinerals Golden Dark matte,7.04,639
PanOxyl,31.98,672
Bisacodyl,56.46,627
Sudafed PE Pressure Plus Pain Plus Cold,31.39,618
Lamotrigine,22.04,605
Bay Leaf,91.51,606
all day pain relief,75.01,674
Brontuss,60.01,638
Lisinopril,96.31,646
Childrens Loratadine,81.38,673
Carvedilol,64.55,664
Alprazolam,11.01,679
Macadamia Nut,67.94,689
maximum strength,67.24,607
METOPROLOL SUCCINATE,46.94,667
ANTIBACTERIAL,46.57,688
Oxazepam,75.0,615
Pediacare Childrens Allergy,73.15,683
LA MER THE TREATMENT FLUID FOUNDATION,5.79,611
LBEL HYDRATESS,68.61,645
childrens acetaminophen,50.18,686
Lithium,10.75,645
Female Support,45.25,688
Right Guard Xtreme Clear,41.8,638
Indigestion,83.72,684
Terbinafine Hydrochloride,14.69,613
CVS PHARMACY,30.83,639
Premarin,11.42,605
One Seed Juniper,60.8,649
Midodrine HCl,64.29,661
Zicam,1.51,651
Prazosin Hydrochloride,6.1,635
INCHCO Brand SANI-DERM Antiseptic Hand Wash,21.91,645
Asepxia,34.21,687
Fluconazole,16.33,697
Metoprolol Tartrate,55.74,649
Childrens Allergy,33.91,620
DOK EXTRA STRENGTH STOOL SOFTENER,46.46,685
Hemmorrhoids,79.66,681
Lodgepole Pine,26.17,601
Food - Plant Source, Walnut, Black Juglans nigra,19.56,643
Prenatabs FA,2.77,615
CYPROHEPTADINE HYDROCHLORIDE,35.52,694
Orapred,96.64,620
Nicardipine Hydrochloride,71.92,610
AMOXICILLIN,56.31,658
ESCITALOPRAM,59.56,693
Divalproex Sodium,94.3,611
CARE ONE,91.15,645
Flu Tonic,49.25,676
MEDIQUE APAP Extra Strength,80.1,628
BioGlo,18.07,639
Allergy Relief,67.65,653
Scott,96.45,677
Venlafaxine Hydrochloride,22.52,677
Cefoxitin,27.52,683
